Row ID,Order Date,Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost
24474,2/6/2013,Standard Class,Consumer,Office Supplies,54.54,1,0,26.16,6.64
24475,2/6/2013,Same Day,Consumer,Office Supplies,49.1946,2,0.47,-39.9654,5.68
24476,2/6/2013,Second Class,Consumer,Office Supplies,41.58,3,0,7.02,5.63
24477,2/6/2013,Standard Class,Consumer,Office Supplies,35.76,3,0,2.46,5.06
24478,2/6/2013,Same Day,Corporate,Office Supplies,15.552,3,0.2,5.4432,4.99
24479,2/6/2013,Same Day,Home Office,Office Supplies,25.84,4,0,9.76,4.81
24480,2/6/2013,Second Class,Corporate,Furniture,46.384,1,0.2,1.1596,4.55
24481,2/6/2013,Second Class,Corporate,Office Supplies,111.96,4,0,36.84,4.53
24482,2/6/2013,Standard Class,Consumer,Office Supplies,39.54,2,0,9.84,4.43
24483,2/6/2013,Same Day,Corporate,Office Supplies,24.672,2,0.2,2.1588,4.39
24484,2/6/2013,Second Class,Consumer,Office Supplies,24.32,8,0,8.2688,3.73
24485,2/6/2013,Standard Class,Consumer,Office Supplies,43.12,7,0,5.04,3.73
24486,2/6/2013,Standard Class,Consumer,Office Supplies,31.248,4,0.4,-6.272,3.47
24487,2/6/2013,Standard Class,Consumer,Office Supplies,31.6,2,0,0.6,3.36
24488,2/6/2013,Second Class,Corporate,Office Supplies,38.7,2,0,4.2,3.34
24489,2/6/2013,Standard Class,Consumer,Technology,59.97,3,0,0,3.29
24490,2/6/2013,Standard Class,Corporate,Office Supplies,41.43,1,0,11.16,2.85
24491,2/6/2013,Same Day,Home Office,Office Supplies,13.72,2,0,1.92,2.18
24492,2/6/2013,Same Day,Corporate,Furniture,15.712,4,0.2,2.5532,1.92
24493,2/6/2013,Standard Class,Home Office,Office Supplies,35.46,9,0,7.02,1.91
24494,2/6/2013,Standard Class,Consumer,Office Supplies,11.712,4,0.4,-6.448,1.75
24495,2/6/2013,First Class,Consumer,Office Supplies,28.64,4,0,0.56,1.08
24496,2/6/2013,Second Class,Corporate,Office Supplies,12.96,2,0,6.2208,0.9
24497,2/6/2013,Second Class,Corporate,Office Supplies,10.65,1,0,2.64,0.54
24498,2/6/2013,Second Class,Consumer,Office Supplies,190.86,2,0,11.4516,0.49
24499,2/6/2013,Standard Class,Corporate,Office Supplies,3.576,4,0.7,-2.8608,0.18
24500,3/6/2013,Second Class,Consumer,Furniture,406.44,6,0.4,-264.24,86.11
24501,3/6/2013,Standard Class,Consumer,Office Supplies,673.568,2,0.2,252.588,53.88
24502,3/6/2013,Standard Class,Consumer,Technology,437.85,3,0,131.355,21.61
24503,3/6/2013,Same Day,Consumer,Furniture,110.88,2,0,16.62,20.76
24504,3/6/2013,Standard Class,Consumer,Technology,81.84,2,0,12.24,10.16
24505,3/6/2013,Same Day,Consumer,Office Supplies,16.74,2,0,0.66,3.46
24506,3/6/2013,Second Class,Corporate,Office Supplies,70.68,4,0,6.96,2.97
24507,3/6/2013,Second Class,Corporate,Office Supplies,17.01,1,0,7.98,2.45
24508,3/6/2013,Standard Class,Home Office,Office Supplies,25.92,4,0,12.4416,0.7
24509,3/6/2013,First Class,Home Office,Technology,1079.85,3,0,323.955,319.04
24510,3/6/2013,First Class,Corporate,Office Supplies,942.784,4,0.2,94.2784,223.51
24511,3/6/2013,Standard Class,Corporate,Technology,858.64,2,0,171.72,176.47
24512,3/6/2013,First Class,Home Office,Furniture,589.41,5,0.1,-6.549,125.19
24513,3/6/2013,Standard Class,Consumer,Furniture,2180.34,6,0,959.22,112.59
24514,3/6/2013,Standard Class,Consumer,Office Supplies,1119.582,6,0.1,198.882,105.82
24515,3/6/2013,Standard Class,Consumer,Technology,1137.2235,7,0.15,-13.5765,81.8
24516,3/6/2013,First Class,Consumer,Technology,241.17,2,0.7,-168.819,52.17
24517,3/6/2013,First Class,Corporate,Furniture,210.5685,5,0.27,54.7185,42.25
24518,3/6/2013,Standard Class,Corporate,Technology,895.944,7,0.2,190.3881,41.84
24519,3/6/2013,Second Class,Consumer,Office Supplies,231.48,4,0,30,41.07
24520,3/6/2013,Standard Class,Consumer,Technology,594.18,2,0,47.52,39.53
24521,3/6/2013,First Class,Corporate,Furniture,389.9928,2,0.57,-72.6072,37.09
24522,3/6/2013,Second Class,Consumer,Furniture,214.7514,2,0.27,-2.9886,34.09
24523,3/6/2013,First Class,Corporate,Technology,138.3,2,0,2.76,30.46
24524,4/6/2013,Standard Class,Corporate,Technology,230.88,2,0,99.24,26.06
24525,4/6/2013,Standard Class,Consumer,Furniture,211.968,2,0.2,-23.892,25.98
24526,4/6/2013,First Class,Consumer,Furniture,113.372,2,0.3,-29.1528,20.79
24527,4/6/2013,Second Class,Corporate,Technology,162.18,2,0,22.68,20.63
24528,4/6/2013,Standard Class,Consumer,Technology,283.49984,2,0.402,-185.86016,19.84
24529,4/6/2013,First Class,Corporate,Office Supplies,62.13,1,0,3.09,19.5
24530,4/6/2013,Standard Class,Consumer,Furniture,162.84,5,0.4,-54.36,19.13
24531,4/6/2013,First Class,Home Office,Office Supplies,70.98,1,0,3.549,18.82
24532,4/6/2013,First Class,Corporate,Office Supplies,74.352,3,0.2,23.235,16.34
24533,4/6/2013,Second Class,Corporate,Technology,551.76,4,0,27.48,15.55
24534,4/6/2013,First Class,Consumer,Office Supplies,35.24,2,0,13.72,13.31
24535,4/6/2013,Standard Class,Consumer,Office Supplies,140.94,5,0.4,-44.66,11.74
24536,4/6/2013,Standard Class,Consumer,Technology,129.87,1,0,5.19,11.61
24537,4/6/2013,Standard Class,Consumer,Technology,138.36,2,0,42.88,9.9
24538,4/6/2013,Same Day,Consumer,Office Supplies,29.85,1,0,6.84,9.4
24539,5/6/2013,First Class,Consumer,Furniture,127.936,8,0.2,4.7976,8.46
24540,5/6/2013,Standard Class,Consumer,Technology,118.59536,2,0.402,-16.28464,7.49
24541,5/6/2013,Standard Class,Home Office,Technology,230.05896,2,0.002,24.85896,7.41
24542,5/6/2013,First Class,Home Office,Furniture,45.576,3,0.2,9.036,7.34
24543,5/6/2013,Second Class,Consumer,Furniture,47.25,2,0.25,11.31,6.28
24544,5/6/2013,Same Day,Consumer,Office Supplies,70.95,3,0,18.447,5.88
24545,5/6/2013,Standard Class,Consumer,Office Supplies,167.724,9,0.4,27.864,5.84
24546,5/6/2013,Second Class,Corporate,Furniture,62.31,1,0,13.68,5.55
24547,5/6/2013,Standard Class,Corporate,Technology,72.99,1,0.5,-7.32,5.17
24548,5/6/2013,Standard Class,Consumer,Office Supplies,64.44,2,0,20.58,4.89
24549,5/6/2013,Standard Class,Consumer,Office Supplies,132.96,4,0,53.12,4.59
24550,5/6/2013,Second Class,Consumer,Office Supplies,140.24,4,0,65.84,4.52
24551,5/6/2013,Standard Class,Consumer,Furniture,58.536,3,0.4,3.876,4.23
24552,5/6/2013,Standard Class,Consumer,Office Supplies,53.16,4,0,1.56,3.73
24553,5/6/2013,Standard Class,Consumer,Office Supplies,48.4,5,0,11.6,3.66
24554,5/6/2013,First Class,Consumer,Office Supplies,18.312,4,0.7,-12.208,3.66
24555,5/6/2013,Standard Class,Consumer,Office Supplies,43.98,3,0,15.78,3.56
24556,5/6/2013,Standard Class,Consumer,Office Supplies,85.4784,8,0.47,-32.3616,3.54
24557,5/6/2013,First Class,Home Office,Office Supplies,29.95,5,0,8.6855,3.53
24558,5/6/2013,Standard Class,Consumer,Furniture,160.1985,5,0.27,-43.9515,3.34
24559,5/6/2013,Standard Class,Corporate,Office Supplies,29.799,2,0.45,-0.021,3.2
24560,5/6/2013,Second Class,Corporate,Furniture,85.608,2,0.4,-15.712,2.77
24561,5/6/2013,Second Class,Corporate,Office Supplies,26.82,2,0,2.1,2.65
24562,5/6/2013,Standard Class,Consumer,Office Supplies,24.96,2,0,9.96,2.41
24563,5/6/2013,Standard Class,Home Office,Office Supplies,36.96,4,0,11.76,2.37
24564,5/6/2013,First Class,Consumer,Technology,12.585,1,0.7,-18.0385,2.17
24565,5/6/2013,Second Class,Consumer,Office Supplies,56.7,9,0,26.082,2.1
24566,5/6/2013,Standard Class,Corporate,Office Supplies,35.9,5,0,14.3,2.09
24567,5/6/2013,Standard Class,Corporate,Office Supplies,16.02,3,0,6.48,1.91
24568,5/6/2013,Second Class,Consumer,Office Supplies,19.05,3,0,8.763,1.78
24569,5/6/2013,Standard Class,Corporate,Office Supplies,23.274,2,0.1,-1.326,1.77
24570,5/6/2013,First Class,Consumer,Office Supplies,18.93,1,0,6.81,1.74
24571,5/6/2013,Standard Class,Consumer,Office Supplies,8.56,2,0,3.852,1.26
24572,6/6/2013,Standard Class,Consumer,Furniture,618.084,4,0.1,27.444,1.19
24573,6/6/2013,Standard Class,Consumer,Office Supplies,11.25,1,0,0.9,0.95
24574,6/6/2013,Standard Class,Consumer,Office Supplies,13.68,3,0,3.12,0.9
24575,6/6/2013,First Class,Consumer,Office Supplies,3.882,2,0.7,-2.588,0.67
24576,6/6/2013,Standard Class,Consumer,Office Supplies,11.56,2,0,5.6644,0.67
24577,6/6/2013,Standard Class,Consumer,Office Supplies,13.356,3,0.4,0.396,0.58
24578,6/6/2013,Standard Class,Consumer,Office Supplies,63.24,2,0,0.6,0.53
24579,6/6/2013,Standard Class,Home Office,Office Supplies,6.78,1,0,0.26,0.53
24580,6/6/2013,Standard Class,Consumer,Office Supplies,8.208,3,0.4,-2.352,0.39
24581,6/6/2013,Standard Class,Consumer,Furniture,45.36,6,0.4,2.16,0.34
24582,6/6/2013,Standard Class,Corporate,Office Supplies,3.86,1,0,1.42,0.28
24583,6/6/2013,Standard Class,Corporate,Office Supplies,4.08,1,0.5,-2.94,0.26
24584,6/6/2013,First Class,Corporate,Furniture,1375.6,5,0,55,168.81
24585,6/6/2013,Standard Class,Consumer,Technology,1190.17488,6,0.002,212.17488,127.49
24586,6/6/2013,Standard Class,Corporate,Technology,958.68,3,0,373.86,80.93
24587,6/6/2013,First Class,Consumer,Technology,339.39984,3,0.002,101.31984,80.62
24588,6/6/2013,Standard Class,Consumer,Office Supplies,703.16,2,0,161.72,62.4
24589,6/6/2013,Standard Class,Corporate,Office Supplies,928.17,3,0,389.79,59.94
24590,6/6/2013,First Class,Consumer,Technology,637.35,2,0.5,-471.69,52.81
24591,6/6/2013,First Class,Consumer,Furniture,183.372,2,0.3,-7.8588,52.76
24592,6/6/2013,Standard Class,Corporate,Office Supplies,352.35,5,0,137.4,36.31
24593,6/6/2013,Second Class,Corporate,Office Supplies,151.875,5,0.5,-3.075,23.87
24594,6/6/2013,Standard Class,Corporate,Furniture,251.16,2,0,12.54,20.22
24595,6/6/2013,Standard Class,Consumer,Furniture,336.96,2,0.2,-59,18.19
24596,6/6/2013,First Class,Corporate,Office Supplies,123.42,3,0,24.66,12.84
24597,6/6/2013,Standard Class,Consumer,Office Supplies,136.64,7,0,39.62,10.66
24598,6/6/2013,Standard Class,Consumer,Furniture,142.848,3,0.2,46.368,6.9
24599,6/6/2013,Standard Class,Corporate,Office Supplies,68.22,6,0,33.3,5.29
24600,6/6/2013,Standard Class,Corporate,Office Supplies,44.76,4,0,11.52,4.73
24601,6/6/2013,First Class,Consumer,Office Supplies,7.968,2,0.2,2.8884,3.82
24602,6/6/2013,Second Class,Corporate,Office Supplies,14.895,1,0.5,-4.185,2.87
24603,6/6/2013,Standard Class,Corporate,Office Supplies,56.46,2,0,27.06,2.83
24604,6/6/2013,Standard Class,Consumer,Office Supplies,52.92,7,0,5.74,1.9
24605,6/6/2013,Standard Class,Consumer,Office Supplies,32.58,3,0,6.18,1.79
24606,6/6/2013,Standard Class,Corporate,Office Supplies,100.68,2,0,21.12,0.83
24607,6/6/2013,Standard Class,Consumer,Office Supplies,15.36,1,0,2.9,0.69
24608,6/6/2013,Standard Class,Consumer,Furniture,15.384,1,0.2,4.0383,0.62
24609,6/6/2013,Standard Class,Corporate,Office Supplies,11.37,1,0,5.55,0.49
24610,6/6/2013,Same Day,Consumer,Furniture,2453.43,5,0.3,-350.49,690.42
24611,6/6/2013,Second Class,Corporate,Furniture,3062.631,11,0.35,-141.669,133.95
24612,6/6/2013,Standard Class,Consumer,Furniture,1557,4,0,264.6,93.6
24613,6/6/2013,Standard Class,Consumer,Technology,643.02,7,0,102.76,68.4
24614,6/6/2013,First Class,Consumer,Office Supplies,324.66,7,0,32.34,43.2
24615,7/6/2013,Standard Class,Consumer,Office Supplies,526.08,1,0,173.58,33.59
24616,7/6/2013,Standard Class,Consumer,Office Supplies,888.72,7,0,239.82,33.57
24617,7/6/2013,Standard Class,Consumer,Furniture,587.79,3,0,58.77,25.77
24618,7/6/2013,Standard Class,Corporate,Office Supplies,623.43,5,0.4,-290.97,19
24619,7/6/2013,Standard Class,Consumer,Furniture,247.98,5,0.4,-66.22,16.35
24620,7/6/2013,Standard Class,Consumer,Technology,253.8,2,0,109.08,16.07
24621,7/6/2013,Same Day,Consumer,Furniture,131.376,6,0.6,-95.2476,14.9
24622,7/6/2013,Standard Class,Home Office,Technology,209.01296,2,0.402,-7.70704,14.44
24623,7/6/2013,Standard Class,Home Office,Technology,339.96,5,0.2,67.992,13.56
24624,7/6/2013,Standard Class,Consumer,Furniture,195.78,2,0,76.32,13.49
24625,7/6/2013,Standard Class,Consumer,Furniture,252.16,8,0,90.72,13.45
24626,7/6/2013,Standard Class,Consumer,Office Supplies,193.05,5,0,34.65,13.16
24627,7/6/2013,Standard Class,Consumer,Furniture,246.9,5,0.4,-111.2,12.9
24628,7/6/2013,Standard Class,Consumer,Office Supplies,105.4,5,0,15.8,12.57
24629,7/6/2013,Standard Class,Consumer,Office Supplies,77.16,2,0,34.72,11.69
24630,7/6/2013,Standard Class,Consumer,Furniture,100.864,8,0.6,-60.576,9.78
24631,7/6/2013,Standard Class,Consumer,Furniture,193.28,2,0,54.08,9.63
24632,7/6/2013,Standard Class,Consumer,Furniture,126.75,5,0,18.9,9.28
24633,7/6/2013,Standard Class,Consumer,Office Supplies,100.2,4,0,33.96,9.21
24634,7/6/2013,Standard Class,Consumer,Office Supplies,65.6,2,0,14.4,8.39
24635,7/6/2013,Same Day,Consumer,Technology,263.88,3,0.2,42.8805,7.79
24636,7/6/2013,Standard Class,Consumer,Office Supplies,60.54,3,0,3.6,7.18
24637,7/6/2013,Standard Class,Consumer,Furniture,77.312,2,0.6,-61.888,6.96
24638,7/6/2013,Standard Class,Consumer,Office Supplies,51.84,6,0,19.08,6.9
24639,7/6/2013,Standard Class,Corporate,Office Supplies,53.34,2,0,2.1,6.66
24640,7/6/2013,Standard Class,Consumer,Office Supplies,98.388,2,0.1,-5.472,6.01
24641,7/6/2013,Standard Class,Consumer,Office Supplies,56.12,2,0,21.32,4.72
24642,7/6/2013,Standard Class,Consumer,Office Supplies,39.8,5,0,2.3,4.66
24643,7/6/2013,Standard Class,Consumer,Office Supplies,67.8,2,0,17.58,4.36
24644,7/6/2013,Standard Class,Consumer,Office Supplies,68.88,7,0,5.46,3.83
24645,8/6/2013,Standard Class,Consumer,Office Supplies,71.6,2,0,11.44,3.79
24646,8/6/2013,Standard Class,Home Office,Office Supplies,50.004,3,0.4,-3.336,3.74
24647,8/6/2013,Standard Class,Consumer,Office Supplies,22.448,2,0.6,-12.352,3.39
24648,8/6/2013,Standard Class,Consumer,Furniture,103.38,2,0,40.26,3.35
24649,8/6/2013,Standard Class,Consumer,Office Supplies,56.79,3,0,22.68,3.03
24650,8/6/2013,Standard Class,Consumer,Office Supplies,28.64,2,0.6,-31.52,2.99
24651,8/6/2013,Same Day,Consumer,Furniture,17.14,2,0,6.1704,2.65
24652,8/6/2013,Second Class,Corporate,Technology,53.16,1,0,17.01,2.45
24653,8/6/2013,Standard Class,Consumer,Technology,21.34,1,0,1.92,2.29
24654,8/6/2013,Standard Class,Consumer,Office Supplies,19.02,3,0,9.12,2.06
24655,8/6/2013,Standard Class,Consumer,Office Supplies,54.36,12,0,23.04,1.69
24656,8/6/2013,Standard Class,Home Office,Office Supplies,31.968,9,0.4,3.168,1.49
24657,8/6/2013,Standard Class,Consumer,Office Supplies,23.31,3,0,4.86,1.47
24658,8/6/2013,Standard Class,Consumer,Office Supplies,35.44,4,0,4.96,1.37
24659,8/6/2013,Same Day,Consumer,Office Supplies,5.344,1,0.2,1.8704,1.3
24660,8/6/2013,Standard Class,Consumer,Office Supplies,14.176,4,0.6,-16.304,1.07
24661,8/6/2013,Standard Class,Home Office,Technology,40.032,2,0.4,-25.368,0.84
24662,8/6/2013,Standard Class,Consumer,Office Supplies,9.3,2,0,2.46,0.77
24663,8/6/2013,Standard Class,Home Office,Office Supplies,8.904,2,0.4,-1.336,0.31
24664,8/6/2013,Standard Class,Home Office,Office Supplies,3.96,10,0.8,-6.93,0.28
24665,8/6/2013,Standard Class,Home Office,Office Supplies,4.464,1,0.2,1.674,0.23
24666,8/6/2013,Standard Class,Consumer,Office Supplies,1503.684,6,0.1,284.004,211.16
24667,8/6/2013,Standard Class,Consumer,Technology,1649.75,5,0,544.4175,117.65
24668,8/6/2013,Second Class,Corporate,Furniture,825.36,2,0,49.5,99.7
24669,8/6/2013,Second Class,Home Office,Technology,636.3,1,0,235.41,91.33
24670,8/6/2013,Second Class,Corporate,Technology,1154.90556,9,0.002,205.94556,74.09
24671,8/6/2013,Standard Class,Consumer,Office Supplies,637.2,5,0.1,49.5,49.42
24672,8/6/2013,Second Class,Consumer,Technology,623.6685,3,0.35,-153.5715,39.28
24673,8/6/2013,Standard Class,Consumer,Office Supplies,554.16,4,0,11.04,36.95
24674,8/6/2013,Standard Class,Consumer,Furniture,1715.952,7,0.2,193.032,33.94
24675,8/6/2013,Standard Class,Consumer,Technology,492.96,6,0,83.76,32.69
24676,8/6/2013,Standard Class,Corporate,Furniture,206.517,5,0.27,56.517,31.1
24677,8/6/2013,Standard Class,Corporate,Technology,177,3,0,30.09,27.26
24678,8/6/2013,Standard Class,Consumer,Technology,347.88,3,0,121.74,27
24679,8/6/2013,Standard Class,Corporate,Office Supplies,286.0263,7,0.17,99.7563,26.46
24680,8/6/2013,Standard Class,Consumer,Technology,198.75,5,0,5.85,24.23
24681,8/6/2013,Standard Class,Corporate,Office Supplies,215.1,6,0,30.06,23.5
24682,8/6/2013,Standard Class,Consumer,Furniture,299.052,2,0.1,9.912,23.19
24683,8/6/2013,Standard Class,Consumer,Furniture,287.94,3,0,46.02,22.95
24684,8/6/2013,Standard Class,Consumer,Technology,284.37012,3,0.002,22.17012,22.35
24685,8/6/2013,Standard Class,Home Office,Technology,186.36,2,0,0,19.78
24686,8/6/2013,Standard Class,Home Office,Furniture,222.624,6,0.2,-8.376,19.32
24687,8/6/2013,Standard Class,Corporate,Office Supplies,90.7854,2,0.17,-4.4346,17.65
24688,8/6/2013,Standard Class,Consumer,Office Supplies,210,7,0,39.9,15.94
24689,8/6/2013,Standard Class,Consumer,Technology,139.152,3,0.6,-86.988,15.18
24690,8/6/2013,Standard Class,Consumer,Technology,189.46032,2,0.002,31.86032,14.61
24691,8/6/2013,Standard Class,Consumer,Technology,253.2924,3,0.002,83.1924,14.58
24692,8/6/2013,Standard Class,Corporate,Furniture,97.26,1,0,18.46,14.45
24693,8/6/2013,Standard Class,Consumer,Office Supplies,100.65,5,0,26.1,14.42
24694,8/6/2013,Standard Class,Consumer,Office Supplies,93.024,3,0.2,33.7212,12.54
24695,8/6/2013,Second Class,Corporate,Office Supplies,135.48,3,0,17.58,12.36
24696,9/6/2013,Standard Class,Consumer,Office Supplies,240.1,7,0,93.52,11.76
24697,9/6/2013,Standard Class,Corporate,Technology,1091.93,7,0,272.9825,11.65
24698,9/6/2013,Second Class,Corporate,Technology,61.8,3,0,27.18,10.59
24699,9/6/2013,Second Class,Corporate,Office Supplies,50.8,5,0,22.3,10.53
24700,9/6/2013,Standard Class,Consumer,Office Supplies,97.578,2,0.1,11.898,9.83
24701,9/6/2013,Standard Class,Consumer,Furniture,102.592,1,0.2,10.2592,9.03
24702,9/6/2013,Standard Class,Corporate,Office Supplies,111.96,2,0,54.8604,8.59
24703,9/6/2013,Standard Class,Corporate,Office Supplies,43.2,5,0,15.9,8.42
24704,9/6/2013,Standard Class,Consumer,Furniture,117.6,2,0,47.04,8.36
24705,9/6/2013,Standard Class,Consumer,Office Supplies,94.44,4,0,1.8,7.82
24706,9/6/2013,Standard Class,Corporate,Office Supplies,30.96,3,0,9.54,7.41
24707,9/6/2013,Standard Class,Consumer,Office Supplies,170.37,9,0,61.29,7.38
24708,9/6/2013,Standard Class,Corporate,Office Supplies,45.2682,2,0.17,13.5882,7.12
24709,9/6/2013,Second Class,Corporate,Office Supplies,60.6,2,0,24.24,6.28
24710,9/6/2013,Standard Class,Corporate,Office Supplies,47.4,2,0,0,5.89
24711,9/6/2013,Standard Class,Corporate,Technology,40.8312,2,0.47,-19.2888,5.48
24712,9/6/2013,Standard Class,Consumer,Furniture,85.59,3,0,17.91,5.08
24713,9/6/2013,Second Class,Corporate,Furniture,409.968,1,0.1,13.638,4.92
24714,9/6/2013,Standard Class,Consumer,Office Supplies,35.52,6,0,0.24,4.91
24715,9/6/2013,Standard Class,Consumer,Office Supplies,56.46,3,0,4.5,4.84
24716,9/6/2013,Second Class,Consumer,Office Supplies,19.8,2,0,7.92,4.48
24717,9/6/2013,Standard Class,Consumer,Office Supplies,98.7,5,0,10.8,3.86
24718,9/6/2013,Standard Class,Consumer,Office Supplies,35.008,4,0.2,13.128,3.86
24719,9/6/2013,Standard Class,Consumer,Office Supplies,30.93,1,0,9.57,3.47
24720,9/6/2013,Second Class,Corporate,Office Supplies,22.74,2,0,11.1,3.19
24721,9/6/2013,Standard Class,Consumer,Technology,22.704,1,0.2,5.9598,3.14
24722,9/6/2013,Standard Class,Consumer,Office Supplies,58.74,3,0,16.44,2.81
24723,9/6/2013,Standard Class,Consumer,Office Supplies,27.36,8,0.4,-6.96,2.46
24724,9/6/2013,Standard Class,Consumer,Office Supplies,45.48,4,0,10.44,2.26
24725,9/6/2013,Standard Class,Consumer,Furniture,65.92,2,0,13.16,2.26
24726,9/6/2013,Standard Class,Consumer,Office Supplies,29.04,3,0,1.98,2.19
24727,9/6/2013,Standard Class,Consumer,Office Supplies,26.64,2,0,10.92,2.19
24728,9/6/2013,Standard Class,Consumer,Office Supplies,31.62,1,0,0.3,2.17
24729,9/6/2013,Standard Class,Corporate,Office Supplies,18.99,3,0,0.72,2.03
24730,9/6/2013,Standard Class,Corporate,Office Supplies,28.96,4,0,6.88,1.99
24731,9/6/2013,Standard Class,Consumer,Office Supplies,39.152,1,0.2,14.682,1.7
24732,9/6/2013,Standard Class,Corporate,Office Supplies,23.0823,3,0.17,2.2023,1.43
24733,9/6/2013,Standard Class,Consumer,Furniture,246.9,2,0,101.22,0.88
24734,9/6/2013,Standard Class,Consumer,Office Supplies,14.28,2,0,0,0.8
24735,9/6/2013,Standard Class,Consumer,Office Supplies,11.616,3,0.6,-15.444,0.75
24736,9/6/2013,Standard Class,Consumer,Office Supplies,12.768,2,0.2,1.4364,0.69
24737,9/6/2013,Standard Class,Consumer,Office Supplies,7.88,2,0,1.56,0.54
24738,9/6/2013,Second Class,Consumer,Office Supplies,1026.96,8,0,441.36,326.35
24739,9/6/2013,Second Class,Consumer,Technology,1318.65,5,0,567,235.46
24740,9/6/2013,Standard Class,Consumer,Furniture,874.68,2,0,192.42,57.11
24741,9/6/2013,Second Class,Corporate,Technology,312.51,1,0,3.12,51.13
24742,9/6/2013,Standard Class,Corporate,Office Supplies,378.88,4,0,151.52,50.99
24743,9/6/2013,Standard Class,Corporate,Furniture,276.18,1,0,60.74,46.64
24744,9/6/2013,Same Day,Consumer,Office Supplies,303.3,9,0,60.66,42.79
24745,9/6/2013,Same Day,Consumer,Furniture,236.76,6,0,47.28,42.7
24746,9/6/2013,Standard Class,Corporate,Furniture,651,2,0.3,-158.1,37.04
24747,9/6/2013,Second Class,Consumer,Technology,398.688,8,0.6,-358.992,35.32
24748,9/6/2013,Standard Class,Corporate,Furniture,203.14,7,0,89.32,32.43
24749,9/6/2013,Standard Class,Corporate,Technology,425,1,0,59.5,27.91
24750,9/6/2013,Second Class,Consumer,Office Supplies,97.68,2,0,11.7,24.62
24751,9/6/2013,Second Class,Consumer,Office Supplies,88.44,4,0,15.84,18.43
24752,9/6/2013,Standard Class,Home Office,Furniture,237.504,4,0.6,-261.336,17.92
24753,9/6/2013,Second Class,Consumer,Office Supplies,60.9,2,0,30.42,14.38
24754,9/6/2013,Standard Class,Consumer,Technology,325.92,4,0,78.12,11.13
24755,9/6/2013,Standard Class,Corporate,Office Supplies,168.372,4,0.1,1.812,10.67
24756,9/6/2013,Standard Class,Consumer,Furniture,322.1271,3,0.27,-4.4829,9.56
24757,9/6/2013,Standard Class,Home Office,Office Supplies,52.2,4,0.5,-14.64,9.01
24758,9/6/2013,Standard Class,Corporate,Office Supplies,97.8,4,0,13.68,7.66
24759,9/6/2013,Second Class,Consumer,Office Supplies,64.656,6,0.6,-29.124,6.14
24760,9/6/2013,Standard Class,Consumer,Furniture,95.44,1,0,21.94,5.64
24761,9/6/2013,Standard Class,Home Office,Office Supplies,65.22,3,0,14.34,5
24762,9/6/2013,Standard Class,Home Office,Office Supplies,37.66,7,0,18.4534,4.94
24763,9/6/2013,Standard Class,Home Office,Office Supplies,45.528,2,0.6,-21.672,4.27
24764,9/6/2013,Standard Class,Consumer,Furniture,62.07,1,0,23.58,3.56
24765,9/6/2013,First Class,Consumer,Furniture,9.46,2,0,3.6894,2.86
24766,9/6/2013,Standard Class,Consumer,Technology,46.36,4,0,15.2988,2.85
24767,9/6/2013,Standard Class,Corporate,Office Supplies,37.59,1,0,11.25,2.18
24768,9/6/2013,Standard Class,Home Office,Office Supplies,31.72,2,0,10.12,1.81
24769,9/6/2013,Standard Class,Home Office,Office Supplies,39.816,2,0.6,-31.884,1.7
24770,9/6/2013,Standard Class,Home Office,Office Supplies,27.396,9,0.8,-42.4638,1.18
24771,9/6/2013,Standard Class,Home Office,Office Supplies,13.456,1,0.8,-23.548,0.65
24772,9/6/2013,Standard Class,Consumer,Office Supplies,7.8,1,0,3.27,0.54
24773,9/6/2013,Standard Class,Consumer,Office Supplies,4.77,1,0,2.04,0.34
24774,9/6/2013,Standard Class,Consumer,Furniture,2398.374,11,0.4,-1479.126,212.87
24775,9/6/2013,First Class,Consumer,Technology,772.47,3,0,146.7693,164.04
24776,9/6/2013,Standard Class,Consumer,Furniture,618.24,2,0,55.64,75.53
24777,9/6/2013,Standard Class,Consumer,Furniture,727.5,2,0,79.98,72.4
24778,9/6/2013,Standard Class,Consumer,Office Supplies,604.656,9,0.2,204.0714,67.43
24779,9/6/2013,Standard Class,Home Office,Technology,1003.986,4,0.15,-177.174,55.92
24780,9/6/2013,Standard Class,Consumer,Technology,636.21,1,0,178.11,47.82
24781,9/6/2013,Same Day,Consumer,Furniture,728.832,3,0.2,18.192,44.69
24782,9/6/2013,Standard Class,Consumer,Furniture,404.73,3,0,20.16,38.31
24783,10/6/2013,Standard Class,Consumer,Technology,243.7,5,0,21.9,36.31
24784,10/6/2013,Standard Class,Consumer,Technology,498.12,4,0,24.84,31.74
24785,11/6/2013,Same Day,Consumer,Technology,136.14,3,0,10.86,25.68
24786,11/6/2013,Standard Class,Consumer,Technology,208.44,4,0.4,-24.36,20.74
24787,11/6/2013,First Class,Consumer,Office Supplies,164.88,3,0,57.69,15.7
24788,11/6/2013,First Class,Consumer,Office Supplies,146.88,3,0,52.83,13.01
24789,11/6/2013,Standard Class,Consumer,Office Supplies,333.056,2,0.2,29.1424,11.65
24790,11/6/2013,Standard Class,Consumer,Technology,168.2,2,0,6.72,10.25
24791,11/6/2013,Second Class,Corporate,Office Supplies,72.24,7,0,26.6,8.77
